ISBN;EAN;ASIN;Eigenschaft;Class;AX;BX;Autor;Titel;Seiten;Verlag;Bindung;Listenpreis;Datum;Translator;Orginaltitel;Sprache;Orginalsprache;Reihe;Thema;Buchart;Ersterscheinung;Standort;Auflage;Inhalt;Buchnummer;dnb-idns
0525315209;9780525315209.0;;16851203;Übersetzung SP;;"Pienkowski, Jan; Lokvig, Tor";"Pienkowski, Jan; Walmsley, Jane (Ill.)";La Casa Embrujada;12.0;Edicion Montena;120° (6)  V, M, Zug (6),Dreh,;7,00 €;1982;;;spanisch;;;Treppenhaus,Küche, Monster, Gorilla,Kamin, Bad, Käfer, Katze,Skelett, Fledermaus;;1;3 -4;;"Ein Arzt besucht einen Patienten der im Delirium die unmöglichsten Gestalten in seinem Haus sieht.Der Besucher wird durch die Pension geführt und in jeder Szenen zwei Mäuslein und eine Katze begleitet, die am Schluss wohl eine maus verspeist hat..

Das";2613.0;[]
3314013558;978.0;3314013558;278851;Orginal;;Pfister, Marcus;Pfister, Marcus;Das Magische Buch;36.0;Nord-Süd-verlag;Leporello, Faltbuch;5,00 €;2003;;;Deutsch;;;Zauberin, Drache, Fabelwesen,;;3;7 - 4;2.;"Das Magische Buch ist selbst ein zauberbuch, denn wie man es aufklappt, so erscheinen unterschiedliche Teile der Geschichte der kleinen magierin Abraxas und des sich versteckenden Feuerdrachens.

Das Buch ist noch gut erhalten, hat aber schon einige kle";4203.0;['967674999']
1406321575;9781406321579.0;1406321575;0;;;Ferguson, Richard;Maizels, Jennie;Pop-Up London;12.0;Walker Books Ltd.;180° (5), Zug, Dreh, Klapp;19,98 €;2011;;;English;;;London,Thames, Bootsrennen,Chelsea, Buckingham Palast, Doppeldecker, Riesenrad, Tower Bridge,The Oz,;;1;4 - 3;;"
Entlang der Thames wird eine Stadtführung durch London vorgenommen. Hinter vielen Klappen verbergen sich Ptrominente und Besichtigungstipps.


Discover the world's greatest city in 3D! Follow the River Thames through the famous, funny and fantastic s";4202.0;[]
;978.0;;9547782;Original;;N.N.;Coerezza, Rev. M.;L'Eucaristia  - The Blessed Eucharist;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (14)q,180 (3);18,30 €;1964;;;italienisch/English;;Catechetical Sciences;Kelch, Oblate, Jesu, Wein,Fußwaschung, Abendmahl, Steinigung, Altar,;;1;2 - 1;;"Dieses Buch berichtet über die herkunft und Verwendung des kelchjes und der Oblaten(?). und deren Bedetung.Hellblauer geprägter Kunststoffeinband mit Schutzumschlag. Eine englische Übersetzung liegt dabei.

Das Buch ist neu. Aber auch hier beginnen sich";4201.0;[]
;978.0;;9547782;Original;;N.N.;Coerezza, Rev. M.;La Santa Mesa  - Holy Mass;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (19)q, Klapp4;18,30 €;1958;;;italienisch/English;;Catechetical Sciences;"Abaham, Engel, Opfer, Altar, PRIESTER; mESSDIENER; kREUZIGUNG; kRIPPE; abendmahl, Hölle";;1;2 - 1;;"In diesem Buch wird das verhalten von Priester und messdiener am Altar während der heiligen messe mit Straionen aus dem Leben Jesu verglichen/nebeneinandergestel
Hellblauer geprägter Kunststoffeinband mit Schutzumschlag. Eine englische Übersetzung liegt";4200.0;[]
;978.0;;9547782;Original;;N.N.;Coerezza, Rev. M.;I Comandamenti (10.)The Law of Love;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (19)q, Klapp4;18,30 €;1961;;;italienisch/English;;Catechetical Sciences;Jesus, Gebote, Moses, Teufel, Paradies, Kreuzigung, Soldaten, Fegefeuer, Indianer;;1;2 - 1;;"In dem Buch geht es hauptsächlich um die 10 Gebote, wie sie erhalten wurden und mit ihnen umgegangen worden ist. Dunkelgrüner geprägter Kunststoffeinband mit Schutzumschlag. Eine englische Übersetzung liegt dabei.

Das Buch ist neu. Aber auch hier begin";4199.0;[]
;978.0;;9547782;Original;;N.N.;Coerezza, Rev. M.;Os Mandamentos (3);51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (15)q, Klapp16;18,30 €;1964;;;portugiesisch/Englis;;Catechetical Sciences;Jesus, Familie, Tischler, Schule, Krieg, Bomben, König, Soldaten, Kämpfe, Steinwerfer,;;1;2 - 1;;"In diesem Buch scheinen die von Menschen verursachten Konfikte und Auseinandersetzungen im Vordergrund zu stehen. Es liegt eine engluische Übersetzung der Texte bei.Hellblau geprägter Kunststoffeinband mit Schutzumschlag.

Das Buch ist neu. Aber auch hi";4198.0;[]
;978.0;;9547782;Original;;N.N.;Coerezza, Rev. M.;La Parola di Gesù - The Words of Jesus;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q, Klapp;18,30 €;1960;;;italienisch/English;;Catechetical Sciences;Jesus, Segelbppt, Dorf, Bergpredigt, Mahl, Samarita, Shweine, Jünger,;;1;2 - 1;;"In diesem Buch werden die Gleichnisse, die Jesus erzählr, dargestellt. Es liegt eine englische Übersetzung seperat dabei. Hellblau geprägter Kunststoffeinband mit Schutzumschlag.

Das Buch ist neu. Aber auch hier beginnen sich die Seiten zu welen (Feuch";4197.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Christ our Redeemer;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (18)q, Klapp;18,30 €;1960;;;English;;Catechetical Sciences;Jesus,Engel, <maria, Krippe, Könige, AnbetrungTaufe, Judas, Kreuzigung, Himmelfahrt,;;1;2 - 1;;"In dem Buch wird die Lebensgeschichte Jesu und einige seiner ""Wunder"" dargestellt. Hellblau geprägter Kunststoffeinband mit Schutzumschlag.

Das Buch ist neu. Aber auch hier beginnen sich die Seiten zu welen (Feuchtigkeit, falscher Kleber, Schlechtes Pa";4196.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;The Law of Love;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (18)q, Klapp;18,30 €;1964;;;English;;Catechetical Sciences;Zeltstadt, Steinigung, Pferdewagen,Gericht, Mönche, Nonnen,Kirche,  Wohnhaus, Pop-up Buch, Feuerwehr;;1;2 - 1;;"In diesem Buch wird über die Nächstenliebe und die Problematik der Gerechtigkeit mit kleinen Episodengeschichten berichtet. Hellblau geprägter Kunststoffeinband mit Schutzumschlag.

Das Buch ist neu. Aber auch hier beginnen sich die Seiten zu welen (Feu";4195.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Holy Church;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (18)q, Klapp;18,30 €;1957;;;English;;Catechetical Sciences;Jesus, Palast, Kathedrale, Bischöfe, PapstBoot, Altar,Fegefeuer,Engel, Tote, Hölle;;1;2 - 1;;In dem Buch wird über die Entstehung der ersten christlichen Gemeinden und deren Herausforderungen berichtet. Die katholische Kirche wird als die einzig wahre christliche Gemeinschaft herausgestellt. Dunkelgrüner geprägter Kuststoffeinband mit Schutzumsch;4194.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Grace and Holy Baptism;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (18)q, Klapp;18,30 €;1959;;;English;;Catechetical Sciences;Garten, Soldaten, Pferd,Taufbecken, Sakramente, JesuSteinigung,Meer, Seenot, König, Palast;;1;2 - 1;;"Ausgehend  von den 7 SakramentenTaufe, Einsegnung, Kommuion, , Abendmahl,Segen, Hochzeit, Letzte Ölung wird das vorgehen bei der Taufe ausführlich dargestellt.Dunkelgrüner  geprägter Kunststoffeinband mit Schutzumschlag

Das Buch ist neu. Die Seiten sin";4193.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;The Mother of God;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1959;;;English;;Catechetical Sciences;Gott, Paradies,Maria, Engel,Dorf, Stall, Jeus, Geburt, Könige, Eselritt, Kreuzigung, Maria Hemmelfhr;;1;2 - 1;;"Es wird die Geschichte Marias in Szenen dargestellt, deren Erscheinung als Vermittlerin zum Paradies Gott schon bei der Vertreibung aus dem Paradies angeküdigt hatte.Dunkelgrüner geprägter Kunststoffeinband mit Schutzumschlag.

Das Buch ist neu. Die Sei";4192.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;God and Man;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1960;;;English;;Catechetical Sciences;Bahnhof,Stadt, Auto, Gott, Bettler, Gebote, Jesus, Taube, Motorrad, Hölle, Paradies, Adm, Eva, Vertr;;1;2 - 1;;"Mit einer Mischung aus Bibelgeschichten und Anekdoten wird der Weg des Menschen in der Geschichte zu Gott beschrieben. Die Darstellung enet mit der Vertreibung aus dem paraies.Hellblauer geprägter Kunststoffeinband.

Das Buch ist neu. Die Seiten sind le";4191.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;The Bread of Angels;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1958;;;English;;Catechetical Sciences;Zeltstadt, Engel,Essen, Abendmahl, Kelch, König, Engel, Teufel, Priester, Fischer, Altar, Prozession;;1;2 - 1;;In diesem Buch wird hauptsächlich über das Abendmal und die richtige körperliche und geistige nahrung gesprochen. Selbst kleine anekdoten, ob ein chinesisches Mädchen schon eine Oblate bekommen kann, werden eingestreut.Dunkelroter geprägter Kunststoffeinb;4190.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Confirmation;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (19)q, 180°(1);18,30 €;1957;;;English;;Catechetical Sciences;Apfelbaum, Jesus, Ölbaum, Bischof, Segen, Taube, Drache,Musiker, Heiliger Geist,;;1;2 - 1;;"In den Buch wird über das Bekenntnis zu seinem Glauben gesprochen und welche Fähigkeiten man durch den Heiligen Geist erhält. Dunkelgrüner geprägter Kunststoffeinband mit Schutzumschlag..

Das Buch ist neu. Die Seiten sind leicht gewellt (Falscher Klebs";4189.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Confession (2);51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1956;;;English;;Catechetical Sciences;Jesus, Priester, Engel, fegefeuer, Teufel, Hirte, Kreuzigung, Schlafsaal, Kranke,;;1;2 - 1;;"In diesem buch werden neben dem ehrlichen bekenntnis seiner Sünden auch die möglichen Wiedergutmachungen dargestellt. Daneben werden die ""Wunder"", die jesus vollbracht hat, erläutert.Hellblauer geprägter Kunststoffeinband.

Das Buch ist neu. Die Seiten";4188.0;[]
;978.0;;11645190;Original;;N.N.;Coerezza, Rev. M.;Confession (1);51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1956;;;English;;Catechetical Sciences;Jesus, Schiffbruch, Jünger, Kloster, Priester, Fegefeuer, Beichte, Hand, Todschlag, Stier, Film, Kre;;1;2 - 1;;In diesem Buch wird das verhalten aus christlicher Sicht beleuchtet, das bekenntnis der Sünden, die beichte und die Buße. Es werden auch visuell dem Himmelreich das fegefeuer gegenüber gestellt, welche man durch Ziehung von Fäden und kleinen Fensterläden;4187.0;[]
;978.0;;11612166;Original;;N.N.;Coerezza, Rev. M.;Prayer;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1960;;;English;;Catechetical Sciences;Religion, Jesus, Engel,König, Altar, Bettler, Kreuzigung, Vaterunser,Göliath,Esel, Maria, Kirche,;;1;2 - 1;;In dem Buch werden nicht einzelene Gebete dargeboten, sondern die Gelegenheiten und Umstände, in denen Gebete angebracht sind. Im zweiten teil wird auch die Marienverehrung ausführlich gewürdigt. Geprägter dunkelgrüner Kunststoffeinband mit Schutzumschlag;4186.0;[]
;978.0;;11603974;Original;;N.N.;Coerezza, Rev. M.;Holy Orders and Matrimony;51.0;"Catechetical Center ""Peter Ricaldone"" Hong Kong";90°, Aufklappb. (20)q;18,30 €;1959;;;English;;Catechetical Sciences;Religion, Jesus, Jünger, Priester, Weihe,Indianer, Paradies, Adam, Eva, Hochzeit, Tischler;;1;2 - 1;;In diesem Buch werden verschiedene heilige Akte dargestellt: die Berufung zum Priester und dessen Aufgaben wie predigen, missionieren, Beichte abnehmen, Segen austeilen usw. Im zweiten teil wird die Heirat als als Nachvollzug der von Gott gestifteten Part;1370.0;[]
;978.0;;8500371;Original - 1;;N.N.;N.N.;Bob fliegt um die Welt Bob en avionautour du monde Nr.21;16.0;Papyria, Zürich;90°, Aufstellbilder(8);28,95 €;1950er);;;deutsch//französisch;;;Flugzeug, Orient, Afrika, Farbige,China, Pagode, Amerika,Eismeer,Ozean, Dampfer,;;3;1 - 8;;"Es wird die Weltumrundung mit dem Flugzeug des einen  Zwillings Bob  geschildert, der die verschiedenen Kontinente und Meere besucht. Zweisprachig deutsch und französisch in Reimen.

Das Buch hat schon einige Benutzungsspuren: Es ist bestoßen und  fleck";4027.0;[]
;978.0;;8492161;Original - 3;;N.N.;N.N.;Bill et Bob en voyage de vacances à travers la Suisse.   Bill and Bob spenda holiday in Switzerland;16.0;Papyria;90°, Aufklappb. quer(8);15,50 €;1953);;;englisch,französisch;;;Bill, Bob, Schweiz,Stadt, Schnee, Schlitten,Schiff, Zug,Berge, Bus Ski, Schloss,Ziege;;4;Hagar;;"In zwei Sprachen und Reimen wird die Reise der beiden Zwillinge, Bill und Bob,durch die Schweiz geschildert. Sue besuchen, Zürich, den Engadin,den Uri-See, St, Gotthardt, Tessin,Oberland, Matterhorn und die Burg Chillon.

Das Buch ist äußerlich etwas mi";1165.0;[]
;978.0;;8659075;;;N.N.;Hart, Hank(Ill.);Koko's Circus;12.0;Animated Book Company;Dreh(4), Zug(3), Wabenpapier;39,15 €;1942;;;English;;;Zirkus, Clown,Bären, ball, Elefant, Rodeo, Pferd, Löwe,Neger;;3;1 - 9;;"Die Geschichte eines Zirkusbesuches wird von einem Jungen erzählt. Er sieht dort verschiedene Akrobaten und Tiere, die sich geschickt bewegen 8lassen). Bindung sind zwei Paar Plastikklammern mit 3 Zinken.

Das Buch ist noch sehr gut erhalten. Es ist sta";4185.0;[]
0957127006;9780957127005.0;0957127006;8454470;;;Dudareva, Nia;Dudareva, Nia;Haunted London;10.0;Niapaper;90°(5), hoch;11,33 €;2011;;;English;;;Gefängnis, Burg, Schloss,Kirche, Vampir;;1;8 - 2;;"In dem Büchlein (13 x 18 cm) werden in Kurzform Spukgeschichten in Zusammenhang mit Londoner Gebäuden erzählt und Pop-ups illustriert.

Das Buch ist ein neukauf. - 1";4184.0;[]
1784941654;9781784941659.0;1784941654;131094;;;Birmingham, Duncan;Birmingham, Duncan;Pop-Up Design & Paper Mechanics: 18 Shapes to Make;50.0;Guild of Master Craftsman Publications Ltd;"Kein Pop-up; Anleitungsbuch";7,08 €;2016;;;English;;;Abstrakta, Figuren, Ritter, Gesicht;;2;13 - 2;;"
This totally new and accessible approach to pop-up theory and practice distills the numerous mechanisms into a logical set of 18 underlying shapes. Simple ways to build these shapes are explained with methodical, step-by-step diagrams and text. Make the";4183.0;[]
1848777767;9781848777767.0;;10855457;Orginal;;Mansfield, Andy;"Ganeri, Anita (Text); Johnson, Richard(Ill.)";Cinderella;16.0;Templa rpublishing;180°(4), Ton;6,03;2012;;;English;;;Aschenputtel, Cinderella,Putzfrau, Katze,Kürbis, Mäuse,Fee, Tanzsaal, Tänzer, Treppe, Schloss, Hochz;;3;6 - 4;;"In dem großen Buch(31 x 27 cm) wird das Aschenputtel-Märchen mit großflächigen pop-ups wiedererzählt. Die Pop-ups enthalten einen Notenschlüssel-Button für die entsprechende Tonbegleitung.

Das Buch hat leichte Gebrauchsspuren und ist bestoßen. Das letz";4182.0;[]
1484737806;9781484737804.0;1484737806;8458914;;;Reinhart, Matthew;Reinhart, Matthew;Frozen: A Pop-Up Adventure;12.0;Disney Editions;  180° (6+9), Zieh (8), Klapp;24,99 €;2016;;;English;;;Eis, Winter, Mädchen, Dorf, Palast, Tanz, Prinz, Eispalast, Zauberei,;;1;aussort.;;"Featuring nearly 20 pop-ups from the New York Times best-selling author, artist, and pop-up master, Matthew Reinhart, this breathtaking work of art revisits the enduring story of Frozen.
Elsa and Anna's remarkable adventure lives on in a magnificent disp";4181.0;[]
0670820385;9780670820382.0;0670820385;36868;;;Littlejohn, Claire;"Felts, Shirley;Bailey, Jill";Naturescapes: A Three-Dimensional Field Guide to Woods, Forests, Meadows and Marshes;18.0;Viking Kastel;180°(4);8,50 €;1988;;;English;;;Wald, Wiesen, Sümpfe,Bäume, Blätter, Früchte, Laubbäume, Nadelbäume, Wiesenblumen, Teichplanzen,;;2;3 - 7;;"Text and pop-up illustrations present information on deciduous and coniferous forests, grasslands, ponds, and marshes, and the plant and animal life which such natural communities can support.

In dem Buch werden großflächig hauptsächlich der Bewuchs (H";4180.0;[]
8868604042;9788868604042.0;;45073;Übersetzung It;;Hung Hing;Tomé, Ester(Text);The Four Seasons;14.0;Sassi Science;360°;13,83 €;2016;;;English;;;Jahreszeiten,Frühling, Sommer, Herbst, Winter, Baum, Tag, Nacht,Schnee, Eule, Fuchs, Schwalbe,Hase,;;1;3 - 7;;"Nach vier Vorseiten mit Informationen über die Jahreszeiten entfaltet sich ein Baum, der die verschiedenen Lebensphasen in einem vereinigt.

Neukuf - 1";4179.0;[]
1406328731;9781406328738.0;1406328731;8210;Orginal;;Ferguson, Richard;"McGavin, George C. (Text); Kay, Jim (Ill.)";Bugs: A Pop-up Journey into the World of Insects, Spiders and Creepy-crawlies;12.0;Walker Books Ltd.;180°(5), Zieh, Klapp, Lepor.;17,33 €;2013;;;English;;;Käfer, Insekten, Lybellen, Kakelake, Tausendfüssler, Wespe, Schmetterling, Skorpion,;;1;5 - 7;;A beautifully illustrated look inside the fascinating world of creepy-crawlies, with stunning three-dimensional pop-ups. Larger-than-life bugs spring from the pages, peek out from behind flaps and hide under tabs, inviting young entomologists to marvel at;4178.0;[]
1783705817;9781783705818.0;1783705817;8438659;Orginal;;"Ferguson, Richard; Hankinson, Kim";"Davidson,Zanna(Text); Kim, seo (Ill.)";One Moonlit Night;16.0;Templar Publishing;180°(7);9,63 €;2017;;;English;;;Boot, Meer,Drachen, Sturm, Flug, Mond, All, Monster, Wolke, Bett;;1;7 - 3;;". . . One moonlit night I sailed away in my silvery boat of dreams . . . A dream-weaving masterpiece of pop-up storytelling, bursting with dragons, starlight and adventure. Just turn the page to enter the magic.

Ein Mädchen träumt, es würde bei einer B";4177.0;[]
3899557786;9783899557787.0;3899557786;8918150;Übersetzung FR;;Monaco, Gerard Lo;Monaco, Gerard Lo;Ahoi! Eine Seereise: Eine Pop-Up-Geschichte über Schiffe;16.0;Kleine Gestalten;120° (6), quer;12,10 €;2016;;;Deutsch;;;Schiffe, Lotsenboot,Rettungsboot, Karavelle, Passagierdampfer,Klipper, Feuerschiff;;1;8 - 5;;Boote gibt es in allen möglichen Formen und Größen. Es gibt Segelschiffe, Fähren, riesige Frachter, Rettungsboote, Feuerschiffe, Karavellen, Lotsenboote und, und, und. Für Kinder ist dieses neue Pop-up-Buch so aufregend wie ein Nachmittag im Hafen: Währen;4176.0;['109855695X']
1406381241;9781406381245.0;1406381241;8467459;Orginal;;Hawcock, David;Arrhenius, Ingela P. (Ill.);Jungle;30.0;Walker Books Ltd.;120 (15) hoch;10,19 €;2019;;;English;;;Boot,Koala, Schmetterling,Krokodil, Frosch, Elefant,Blume, Gorilla, Leopard, Lodge, Affe, Papagei,;;1;5 - 4;;A colourful first pop-up of the jungle, perfect for tiny hands. Explore the jungle and meet the animals that live there in this colourful pop-up book. With 15 pop-ups and beautifully stylish illustrations by Ingela P Arrhenius, this is a first pop-up book;4175.0;[]
1406365106;9781406365108.0;1406365106;8389635;Orignal;;Hawcock, David;Arrhenius, Ingela Peterson (Ill.);Things That Go!;30.0;Walker Books Ltd;120° (15) hoch Ausgabe;6,39 €;2018;;;English;;;Traktor,Auto, Fahrrad, Feuerwehr, chiff, Zug, Flugzeug, Rennauto, Bus, Roller, Hubschrauber, Roller,;;1;8 - 6;;A colourful first pop-up book of things that go, perfect for tiny hands. Things that fly, things that zoom and things that float - find all the things that go in this colourful pop-up book. With 15 pop-ups and beautifully stylish illustrations from Ingela;4174.0;[]
;978.0;;303297;Original;;Vort, Dolfi;"Kahr, Ellen(Text); Vort, Dolfi (Ill.)";Die Waldmusikanten  - Ein sehr bewegliches Bilderbuch;10.0;Titania, Stuttgart;Drehmechanismus (5), 5 Beweg.;16,60 €;1960er );;;Deutsch;;Ein sehr bewegliches Bilderbuch;Bär, Affe, Esel, Ziege, Vogel,Trompete,Geige, Cello, Contra;;3;6 - 7;;"Vier entlaufene Tiere aus dem Zoo hören einen Vogel singen und wollen auch selbst Musik machen. Da sie die Instrumente aber nicht beherrschen gibt es Proteste und schließlich Streit, bei dem die Instrumente zu bruch ghen. Halbleinen

Das Buch isz noch g";4173.0;[]
3942787709;9783942787703.0;3942787709;8463491;Übersetzung FR;;"Boisrobert, Anouck ;Rigaud, Louis";"Boisrobert, Anouck ;Rigaud, Louis";Oh, mein schöner Hut!;26.0;Jacoby & Stuart GmbH;120°(10);14,90 €;2016;;;Deutsch;;;Hut, Affe, Junge,Auto, Zoo, Park, Bäckerei, Obsthändler, Kaufhaus, Museum, Bücherei, Stadt, Hochha;;1;3 - 2;;Zehn bunte geometrische Figuren, ein paar Bleistiftstriche und der unglaubliche Erfindungsreichtum der Autoren sorgen für eine dreidimensionale Geschichte voller Überraschungen. Gleichzeitig ein Such-und-Finde-Buch, in dem die Geschichte vor und hinter de;4172.0;['1079738150']
;978.0;;8454435;Übersetzung US;;"Smith, Roger; Murphy, Chuck";"Disney, Walt; Williams, Don (Ill.)";Schöne und das Biest - Ein Kaleidoskop-Bilderbuch;12.0;Siebert;"180°(2);Dreh(4)";6,50 €;1992;;;Deutsch;;;Schloss, Frau, Ungeheuer, Kerzenhalter, Hund,Torte, Tasse, Rose,;;1;12 - 2;;"Auf der Suche nach ihrem Vater gerät die schöne Belle auf ein verwunches Schloss mit einem Ungeheuer und verzauberten Bediensteten. Erst als Belle und das Ungeheuer sich verlieben bricht der böse Zauber.

Das Buch ist sehr gut erhalten. Keine Mängel. -";4171.0;[]
3836953587;9783836953580.0;3836953587;78979;Übersetzung GB;;Finch, Keith, Fröhlich, Julia;Miriam Koch;Fiete Anders - Das Pop-up Buch;16.0;Gerstenberg;  180° (16), Beweg., Halbseite;7,50 €;2011;;;Deutsch;;;Schafe, Ballon,LithfaßHäuser, Müll, Ratten,Zug, Paket, Leuchtturm, Meer, Sonne,;;2;10 - 2;1.;Fiete Anders ist ein Schaf. Ein etwas anderes Schaf. Ein Schaf mit roten und weißen Streifen. Tief in seinem Herzen spürt Fiete, dass es irgendwo einen Ort geben muss, wo anders richtig ist. Von dieser Sehnsucht getrieben, macht er sich auf die Suche. Am;3048.0;['1009164287']
